ranking,school,conference,conference_long,season,gender,league,division,rank_type,school_vm
329,Grambling State,SWAC,Southwestern Athletic,2010,women,NCAA,D1,Pablo,Grambling State University
329,Grambling State,SWAC,Southwestern Athletic,2012,women,NCAA,D1,Pablo,Grambling State University
329,Grambling State,SWAC,Southwestern Athletic,2018,women,NCAA,D1,Pablo,Grambling State University
331,Grambling State,SWAC,Southwestern Athletic,2014,women,NCAA,D1,Pablo,Grambling State University
331,Grambling State,SWAC,Southwestern Athletic,2016,women,NCAA,D1,Pablo,Grambling State University
331,Grambling State,SWAC,Southwestern Athletic,2019,women,NCAA,D1,Pablo,Grambling State University
332,Grambling State,SWAC,Southwestern Athletic,2013,women,NCAA,D1,Pablo,Grambling State University
333,Grambling State,SWAC,Southwestern Athletic,2015,women,NCAA,D1,Pablo,Grambling State University
,Grambling State,SWAC,Southwestern Athletic,2020,women,NCAA,D1,Pablo,Grambling State University
220,Jackson State,SWAC,Southwestern Athletic,2011,women,NCAA,D1,Pablo,Jackson State University
237,Jackson State,SWAC,Southwestern Athletic,2012,women,NCAA,D1,Pablo,Jackson State University
262,Jackson State,SWAC,Southwestern Athletic,2010,women,NCAA,D1,Pablo,Jackson State University
269,Jackson State,SWAC,Southwestern Athletic,2021,women,NCAA,D1,Pablo,Jackson State University
287,Jackson State,SWAC,Southwestern Athletic,2004,women,NCAA,D1,Pablo,Jackson State University
288,Jackson State,SWAC,Southwestern Athletic,2005,women,NCAA,D1,Pablo,Jackson State University
290,Jackson State,SWAC,Southwestern Athletic,1999,women,NCAA,D1,Pablo,Jackson State University
294,Jackson State,SWAC,Southwestern Athletic,2001,women,NCAA,D1,Pablo,Jackson State University
296,Jackson State,SWAC,Southwestern Athletic,2003,women,NCAA,D1,Pablo,Jackson State University
296,Jackson State,SWAC,Southwestern Athletic,2009,women,NCAA,D1,Pablo,Jackson State University
297,Jackson State,SWAC,Southwestern Athletic,2022,women,NCAA,D1,Pablo,Jackson State University
299,Jackson State,SWAC,Southwestern Athletic,2000,women,NCAA,D1,Pablo,Jackson State University
304,Jackson State,SWAC,Southwestern Athletic,2008,women,NCAA,D1,Pablo,Jackson State University
305,Jackson State,SWAC,Southwestern Athletic,2002,women,NCAA,D1,Pablo,Jackson State University
305,Jackson State,SWAC,Southwestern Athletic,2015,women,NCAA,D1,Pablo,Jackson State University
306,Jackson State,SWAC,Southwestern Athletic,2007,women,NCAA,D1,Pablo,Jackson State University
307,Jackson State,SWAC,Southwestern Athletic,2006,women,NCAA,D1,Pablo,Jackson State University
311,Jackson State,SWAC,Southwestern Athletic,2014,women,NCAA,D1,Pablo,Jackson State University
314,Jackson State,SWAC,Southwestern Athletic,2019,women,NCAA,D1,Pablo,Jackson State University
316,Jackson State,SWAC,Southwestern Athletic,2013,women,NCAA,D1,Pablo,Jackson State University
323,Jackson State,SWAC,Southwestern Athletic,2018,women,NCAA,D1,Pablo,Jackson State University
326,Jackson State,SWAC,Southwestern Athletic,2017,women,NCAA,D1,Pablo,Jackson State University
327,Jackson State,SWAC,Southwestern Athletic,2016,women,NCAA,D1,Pablo,Jackson State University
,Jackson State,SWAC,Southwestern Athletic,2020,women,NCAA,D1,Pablo,Jackson State University
267,Mississippi Valley State,SWAC,Southwestern Athletic,2004,women,NCAA,D1,Pablo,Mississippi Valley State University
271,Mississippi Valley State,SWAC,Southwestern Athletic,2005,women,NCAA,D1,Pablo,Mississippi Valley State University
289,Mississippi Valley State,SWAC,Southwestern Athletic,2006,women,NCAA,D1,Pablo,Mississippi Valley State University
299,Mississippi Valley State,SWAC,Southwestern Athletic,2003,women,NCAA,D1,Pablo,Mississippi Valley State University
301,Mississippi Valley State,SWAC,Southwestern Athletic,2000,women,NCAA,D1,Pablo,Mississippi Valley State University
302,Mississippi Valley State,SWAC,Southwestern Athletic,2007,women,NCAA,D1,Pablo,Mississippi Valley State University
308,Mississippi Valley State,SWAC,Southwestern Athletic,2002,women,NCAA,D1,Pablo,Mississippi Valley State University
310,Mississippi Valley State,SWAC,Southwestern Athletic,2010,women,NCAA,D1,Pablo,Mississippi Valley State University
313,Mississippi Valley State,SWAC,Southwestern Athletic,2001,women,NCAA,D1,Pablo,Mississippi Valley State University
316,Mississippi Valley State,SWAC,Southwestern Athletic,2009,women,NCAA,D1,Pablo,Mississippi Valley State University
319,Mississippi Valley State,SWAC,Southwestern Athletic,2008,women,NCAA,D1,Pablo,Mississippi Valley State University
322,Mississippi Valley State,SWAC,Southwestern Athletic,2012,women,NCAA,D1,Pablo,Mississippi Valley State University
325,Mississippi Valley State,SWAC,Southwestern Athletic,2011,women,NCAA,D1,Pablo,Mississippi Valley State University
331,Mississippi Valley State,SWAC,Southwestern Athletic,2013,women,NCAA,D1,Pablo,Mississippi Valley State University
331,Mississippi Valley State,SWAC,Southwestern Athletic,2017,women,NCAA,D1,Pablo,Mississippi Valley State University
333,Mississippi Valley State,SWAC,Southwestern Athletic,2014,women,NCAA,D1,Pablo,Mississippi Valley State University
333,Mississippi Valley State,SWAC,Southwestern Athletic,2016,women,NCAA,D1,Pablo,Mississippi Valley State University
334,Mississippi Valley State,SWAC,Southwestern Athletic,2015,women,NCAA,D1,Pablo,Mississippi Valley State University
335,Mississippi Valley State,SWAC,Southwestern Athletic,2018,women,NCAA,D1,Pablo,Mississippi Valley State University
335,Mississippi Valley State,SWAC,Southwestern Athletic,2019,women,NCAA,D1,Pablo,Mississippi Valley State University
340,Mississippi Valley State,SWAC,Southwestern Athletic,2021,women,NCAA,D1,Pablo,Mississippi Valley State University
345,Mississippi Valley State,SWAC,Southwestern Athletic,2022,women,NCAA,D1,Pablo,Mississippi Valley State University
,Mississippi Valley State,SWAC,Southwestern Athletic,1999,women,NCAA,D1,Pablo,Mississippi Valley State University
,Mississippi Valley State,SWAC,Southwestern Athletic,2020,women,NCAA,D1,Pablo,Mississippi Valley State University
261,Prairie View A&M,SWAC,Southwestern Athletic,2003,women,NCAA,D1,Pablo,Prairie View A&M University
272,Prairie View A&M,SWAC,Southwestern Athletic,1999,women,NCAA,D1,Pablo,Prairie View A&M University
273,Prairie View A&M,SWAC,Southwestern Athletic,2006,women,NCAA,D1,Pablo,Prairie View A&M University
274,Prairie View A&M,SWAC,Southwestern Athletic,2000,women,NCAA,D1,Pablo,Prairie View A&M University
275,Prairie View A&M,SWAC,Southwestern Athletic,2001,women,NCAA,D1,Pablo,Prairie View A&M University
294,Prairie View A&M,SWAC,Southwestern Athletic,2010,women,NCAA,D1,Pablo,Prairie View A&M University
295,Prairie View A&M,SWAC,Southwestern Athletic,2005,women,NCAA,D1,Pablo,Prairie View A&M University
297,Prairie View A&M,SWAC,Southwestern Athletic,2004,women,NCAA,D1,Pablo,Prairie View A&M University
297,Prairie View A&M,SWAC,Southwestern Athletic,2007,women,NCAA,D1,Pablo,Prairie View A&M University
298,Prairie View A&M,SWAC,Southwestern Athletic,2009,women,NCAA,D1,Pablo,Prairie View A&M University
300,Prairie View A&M,SWAC,Southwestern Athletic,2008,women,NCAA,D1,Pablo,Prairie View A&M University
304,Prairie View A&M,SWAC,Southwestern Athletic,2002,women,NCAA,D1,Pablo,Prairie View A&M University
306,Prairie View A&M,SWAC,Southwestern Athletic,2019,women,NCAA,D1,Pablo,Prairie View A&M University
310,Prairie View A&M,SWAC,Southwestern Athletic,2011,women,NCAA,D1,Pablo,Prairie View A&M University
313,Prairie View A&M,SWAC,Southwestern Athletic,2012,women,NCAA,D1,Pablo,Prairie View A&M University
313,Prairie View A&M,SWAC,Southwestern Athletic,2013,women,NCAA,D1,Pablo,Prairie View A&M University
321,Prairie View A&M,SWAC,Southwestern Athletic,2017,women,NCAA,D1,Pablo,Prairie View A&M University
323,Prairie View A&M,SWAC,Southwestern Athletic,2014,women,NCAA,D1,Pablo,Prairie View A&M University
325,Prairie View A&M,SWAC,Southwestern Athletic,2016,women,NCAA,D1,Pablo,Prairie View A&M University
329,Prairie View A&M,SWAC,Southwestern Athletic,2015,women,NCAA,D1,Pablo,Prairie View A&M University
331,Prairie View A&M,SWAC,Southwestern Athletic,2018,women,NCAA,D1,Pablo,Prairie View A&M University
331,Prairie View A&M,SWAC,Southwestern Athletic,2021,women,NCAA,D1,Pablo,Prairie View A&M University
334,Prairie View A&M,SWAC,Southwestern Athletic,2022,women,NCAA,D1,Pablo,Prairie View A&M University
,Prairie View A&M,SWAC,Southwestern Athletic,2020,women,NCAA,D1,Pablo,Prairie View A&M University
277,Southern,SWAC,Southwestern Athletic,1999,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
288,Southern,SWAC,Southwestern Athletic,2001,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
293,Southern,SWAC,Southwestern Athletic,2000,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
295,Southern,SWAC,Southwestern Athletic,2002,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
302,Southern,SWAC,Southwestern Athletic,2003,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
312,Southern,SWAC,Southwestern Athletic,2004,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
312,Southern,SWAC,Southwestern Athletic,2014,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
315,Southern,SWAC,Southwestern Athletic,2005,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
316,Southern,SWAC,Southwestern Athletic,2007,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
317,Southern,SWAC,Southwestern Athletic,2017,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
320,Southern,SWAC,Southwestern Athletic,2006,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
320,Southern,SWAC,Southwestern Athletic,2011,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
320,Southern,SWAC,Southwestern Athletic,2018,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
322,Southern,SWAC,Southwestern Athletic,2010,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
322,Southern,SWAC,Southwestern Athletic,2016,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
323,Southern,SWAC,Southwestern Athletic,2008,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
323,Southern,SWAC,Southwestern Athletic,2009,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
323,Southern,SWAC,Southwestern Athletic,2019,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
325,Southern,SWAC,Southwestern Athletic,2015,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
327,Southern,SWAC,Southwestern Athletic,2012,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
327,Southern,SWAC,Southwestern Athletic,2013,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
331,Southern,SWAC,Southwestern Athletic,2021,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
339,Southern,SWAC,Southwestern Athletic,2022,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
,Southern,SWAC,Southwestern Athletic,2020,women,NCAA,D1,Pablo,"Southern University, Baton Rouge"
271,Texas Southern,SWAC,Southwestern Athletic,2001,women,NCAA,D1,Pablo,Texas Southern University
286,Texas Southern,SWAC,Southwestern Athletic,2000,women,NCAA,D1,Pablo,Texas Southern University
289,Texas Southern,SWAC,Southwestern Athletic,1999,women,NCAA,D1,Pablo,Texas Southern University
294,Texas Southern,SWAC,Southwestern Athletic,2013,women,NCAA,D1,Pablo,Texas Southern University
300,Texas Southern,SWAC,Southwestern Athletic,2016,women,NCAA,D1,Pablo,Texas Southern University
303,Texas Southern,SWAC,Southwestern Athletic,2017,women,NCAA,D1,Pablo,Texas Southern University
307,Texas Southern,SWAC,Southwestern Athletic,2002,women,NCAA,D1,Pablo,Texas Southern University
307,Texas Southern,SWAC,Southwestern Athletic,2004,women,NCAA,D1,Pablo,Texas Southern University
308,Texas Southern,SWAC,Southwestern Athletic,2003,women,NCAA,D1,Pablo,Texas Southern University
309,Texas Southern,SWAC,Southwestern Athletic,2014,women,NCAA,D1,Pablo,Texas Southern University
311,Texas Southern,SWAC,Southwestern Athletic,2006,women,NCAA,D1,Pablo,Texas Southern University
315,Texas Southern,SWAC,Southwestern Athletic,2007,women,NCAA,D1,Pablo,Texas Southern University
316,Texas Southern,SWAC,Southwestern Athletic,2005,women,NCAA,D1,Pablo,Texas Southern University
316,Texas Southern,SWAC,Southwestern Athletic,2015,women,NCAA,D1,Pablo,Texas Southern University
317,Texas Southern,SWAC,Southwestern Athletic,2008,women,NCAA,D1,Pablo,Texas Southern University
318,Texas Southern,SWAC,Southwestern Athletic,2009,women,NCAA,D1,Pablo,Texas Southern University
320,Texas Southern,SWAC,Southwestern Athletic,2012,women,NCAA,D1,Pablo,Texas Southern University
323,Texas Southern,SWAC,Southwestern Athletic,2011,women,NCAA,D1,Pablo,Texas Southern University
323,Texas Southern,SWAC,Southwestern Athletic,2018,women,NCAA,D1,Pablo,Texas Southern University
326,Texas Southern,SWAC,Southwestern Athletic,2019,women,NCAA,D1,Pablo,Texas Southern University
327,Texas Southern,SWAC,Southwestern Athletic,2010,women,NCAA,D1,Pablo,Texas Southern University
329,Texas Southern,SWAC,Southwestern Athletic,2021,women,NCAA,D1,Pablo,Texas Southern University
333,Texas Southern,SWAC,Southwestern Athletic,2022,women,NCAA,D1,Pablo,Texas Southern University
,Texas Southern,SWAC,Southwestern Athletic,2020,women,NCAA,D1,Pablo,Texas Southern University
334,Alabama A&M,SWAC,Southwestern Athletic,2022,women,NCAA,D1,RPI,Alabama A&M University
214,Alabama St.,SWAC,Southwestern Athletic,2022,women,NCAA,D1,RPI,Alabama State University
339,Alcorn,SWAC,Southwestern Athletic,2022,women,NCAA,D1,RPI,Alcorn State University
336,Ark.-Pine Bluff,SWAC,Southwestern Athletic,2022,women,NCAA,D1,RPI,"University of Arkansas, Pine Bluff"
329,Bethune-Cookman,SWAC,Southwestern Athletic,2022,women,NCAA,D1,RPI,Bethune-Cookman University
211,Florida A&M,SWAC,Southwestern Athletic,2022,women,NCAA,D1,RPI,Florida A&M University
316,Grambling,SWAC,Southwestern Athletic,2022,women,NCAA,D1,RPI,Grambling State University
295,Jackson St.,SWAC,Southwestern Athletic,2022,women,NCAA,D1,RPI,Jackson State University
342,Mississippi Val.,SWAC,Southwestern Athletic,2022,women,NCAA,D1,RPI,Mississippi Valley State University
333,Prairie View,SWAC,Southwestern Athletic,2022,women,NCAA,D1,RPI,Prairie View A&M University
344,Southern U.,SWAC,Southwestern Athletic,2022,women,NCAA,D1,RPI,"Southern University, Baton Rouge"
330,Texas Southern,SWAC,Southwestern Athletic,2022,women,NCAA,D1,RPI,Texas Southern University
147,App State,Sun Belt,Sun Belt,2022,women,NCAA,D1,RPI,Appalachian State University
70,Appalachian State,Sun Belt,Sun Belt,2015,women,NCAA,D1,Pablo,Appalachian State University
122,Appalachian State,Sun Belt,Sun Belt,2018,women,NCAA,D1,Pablo,Appalachian State University
126,Appalachian State,Sun Belt,Sun Belt,2014,women,NCAA,D1,Pablo,Appalachian State University
133,Appalachian State,Sun Belt,Sun Belt,2004,women,NCAA,D1,Pablo,Appalachian State University
137,Appalachian State,Sun Belt,Sun Belt,2005,women,NCAA,D1,Pablo,Appalachian State University
143,Appalachian State,Sun Belt,Sun Belt,2013,women,NCAA,D1,Pablo,Appalachian State University
147,Appalachian State,Sun Belt,Sun Belt,2011,women,NCAA,D1,Pablo,Appalachian State University
148,Appalachian State,Sun Belt,Sun Belt,2003,women,NCAA,D1,Pablo,Appalachian State University
152,Appalachian State,Sun Belt,Sun Belt,2022,women,NCAA,D1,Pablo,Appalachian State University
165,Appalachian State,Sun Belt,Sun Belt,2006,women,NCAA,D1,Pablo,Appalachian State University
169,Appalachian State,Sun Belt,Sun Belt,2007,women,NCAA,D1,Pablo,Appalachian State University
175,Appalachian State,Sun Belt,Sun Belt,2019,women,NCAA,D1,Pablo,Appalachian State University
187,Appalachian State,Sun Belt,Sun Belt,2000,women,NCAA,D1,Pablo,Appalachian State University
210,Appalachian State,Sun Belt,Sun Belt,2002,women,NCAA,D1,Pablo,Appalachian State University
211,Appalachian State,Sun Belt,Sun Belt,2010,women,NCAA,D1,Pablo,Appalachian State University
219,Appalachian State,Sun Belt,Sun Belt,2009,women,NCAA,D1,Pablo,Appalachian State University
227,Appalachian State,Sun Belt,Sun Belt,2001,women,NCAA,D1,Pablo,Appalachian State University
228,Appalachian State,Sun Belt,Sun Belt,2017,women,NCAA,D1,Pablo,Appalachian State University
245,Appalachian State,Sun Belt,Sun Belt,1999,women,NCAA,D1,Pablo,Appalachian State University
251,Appalachian State,Sun Belt,Sun Belt,2008,women,NCAA,D1,Pablo,Appalachian State University
263,Appalachian State,Sun Belt,Sun Belt,2016,women,NCAA,D1,Pablo,Appalachian State University
273,Appalachian State,Sun Belt,Sun Belt,2012,women,NCAA,D1,Pablo,Appalachian State University
279,Appalachian State,Sun Belt,Sun Belt,2021,women,NCAA,D1,Pablo,Appalachian State University
,Appalachian State,Sun Belt,Sun Belt,2020,women,NCAA,D1,Pablo,Appalachian State University
279,Arkansas St.,Sun Belt,Sun Belt,2022,women,NCAA,D1,RPI,Arkansas State University
32,Arkansas State,Sun Belt,Sun Belt,2015,women,NCAA,D1,Pablo,Arkansas State University
44,Arkansas State,Sun Belt,Sun Belt,2016,women,NCAA,D1,Pablo,Arkansas State University
73,Arkansas State,Sun Belt,Sun Belt,1999,women,NCAA,D1,Pablo,Arkansas State University
85,Arkansas State,Sun Belt,Sun Belt,2014,women,NCAA,D1,Pablo,Arkansas State University
104,Arkansas State,Sun Belt,Sun Belt,2017,women,NCAA,D1,Pablo,Arkansas State University
108,Arkansas State,Sun Belt,Sun Belt,2004,women,NCAA,D1,Pablo,Arkansas State University
120,Arkansas State,Sun Belt,Sun Belt,2000,women,NCAA,D1,Pablo,Arkansas State University
121,Arkansas State,Sun Belt,Sun Belt,2003,women,NCAA,D1,Pablo,Arkansas State University
125,Arkansas State,Sun Belt,Sun Belt,2009,women,NCAA,D1,Pablo,Arkansas State University
